,Country_1,Country_2,Song,Difference_in_Days
19449,Portugal,Ireland,David Guetta & Sam Martin - Dangerous,16
19450,Portugal,Italy,David Guetta & Sam Martin - Dangerous,28
19451,Portugal,Netherlands,David Guetta & Sam Martin - Dangerous,15
19452,Portugal,New Zealand,David Guetta & Sam Martin - Dangerous,-49
19453,Portugal,Norway,David Guetta & Sam Martin - Dangerous,31
19454,Portugal,Portugal,David Guetta & Sam Martin - Dangerous,0
19455,Portugal,Spain,David Guetta & Sam Martin - Dangerous,14
19456,Portugal,Sweden,David Guetta & Sam Martin - Dangerous,9
19457,Portugal,Switzerland,David Guetta & Sam Martin - Dangerous,28
19458,Portugal,Taiwan,David Guetta & Sam Martin - Dangerous,-7
19459,Portugal,UK,David Guetta & Sam Martin - Dangerous,20
19460,UK,Australia,David Guetta & Sam Martin - Lovers On The Sun,35
19461,UK,Austria,David Guetta & Sam Martin - Lovers On The Sun,9
19462,UK,Belgium,David Guetta & Sam Martin - Lovers On The Sun,16
19463,UK,Chile,David Guetta & Sam Martin - Lovers On The Sun,-69
19464,UK,Denmark,David Guetta & Sam Martin - Lovers On The Sun,9
19465,UK,Finland,David Guetta & Sam Martin - Lovers On The Sun,24
19466,UK,France,David Guetta & Sam Martin - Lovers On The Sun,-14
19467,UK,Germany,David Guetta & Sam Martin - Lovers On The Sun,7
19468,UK,Greece,David Guetta & Sam Martin - Lovers On The Sun,-62
19469,UK,Ireland,David Guetta & Sam Martin - Lovers On The Sun,2
19470,UK,Italy,David Guetta & Sam Martin - Lovers On The Sun,14
19471,UK,Netherlands,David Guetta & Sam Martin - Lovers On The Sun,-20
19472,UK,New Zealand,David Guetta & Sam Martin - Lovers On The Sun,-21
19473,UK,Norway,David Guetta & Sam Martin - Lovers On The Sun,17
19474,UK,Portugal,David Guetta & Sam Martin - Lovers On The Sun,-21
19475,UK,Spain,David Guetta & Sam Martin - Lovers On The Sun,7
19476,UK,Sweden,David Guetta & Sam Martin - Lovers On The Sun,9
19477,UK,Switzerland,David Guetta & Sam Martin - Lovers On The Sun,14
19478,UK,UK,David Guetta & Sam Martin - Lovers On The Sun,0
19479,Portugal,Australia,David Guetta & Sam Martin - Lovers On The Sun,56
19480,Portugal,Austria,David Guetta & Sam Martin - Lovers On The Sun,30
19481,Portugal,Belgium,David Guetta & Sam Martin - Lovers On The Sun,37
19482,Portugal,Chile,David Guetta & Sam Martin - Lovers On The Sun,-48
19483,Portugal,Denmark,David Guetta & Sam Martin - Lovers On The Sun,30
19484,Portugal,Finland,David Guetta & Sam Martin - Lovers On The Sun,45
19485,Portugal,France,David Guetta & Sam Martin - Lovers On The Sun,7
19486,Portugal,Germany,David Guetta & Sam Martin - Lovers On The Sun,28
19487,Portugal,Greece,David Guetta & Sam Martin - Lovers On The Sun,-41
19488,Portugal,Ireland,David Guetta & Sam Martin - Lovers On The Sun,23
19489,Portugal,Italy,David Guetta & Sam Martin - Lovers On The Sun,35
19490,Portugal,Netherlands,David Guetta & Sam Martin - Lovers On The Sun,1
19491,Portugal,New Zealand,David Guetta & Sam Martin - Lovers On The Sun,0
19492,Portugal,Norway,David Guetta & Sam Martin - Lovers On The Sun,38
19493,Portugal,Portugal,David Guetta & Sam Martin - Lovers On The Sun,0
19494,Portugal,Spain,David Guetta & Sam Martin - Lovers On The Sun,28
19495,Portugal,Sweden,David Guetta & Sam Martin - Lovers On The Sun,30
19496,Portugal,Switzerland,David Guetta & Sam Martin - Lovers On The Sun,35
19497,Portugal,UK,David Guetta & Sam Martin - Lovers On The Sun,21
19498,UK,Australia,David Guetta & Sia - Bang My Head,23
19499,UK,Austria,David Guetta & Sia - Bang My Head,-12
19500,UK,New Zealand,David Guetta & Sia - Bang My Head,-8
19501,UK,Spain,David Guetta & Sia - Bang My Head,23
19502,UK,Sweden,David Guetta & Sia - Bang My Head,-13
19503,UK,UK,David Guetta & Sia - Bang My Head,0
19504,UK,Australia,David Guetta & Sia - Flames,54
19505,UK,Austria,David Guetta & Sia - Flames,50
19506,UK,Belgium,David Guetta & Sia - Flames,0
19507,UK,Bulgaria,David Guetta & Sia - Flames,-15
19508,UK,Denmark,David Guetta & Sia - Flames,18
19509,UK,Finland,David Guetta & Sia - Flames,54
19510,UK,France,David Guetta & Sia - Flames,99
19511,UK,Germany,David Guetta & Sia - Flames,63
19512,UK,Greece,David Guetta & Sia - Flames,-86
19513,UK,Ireland,David Guetta & Sia - Flames,14
19514,UK,Italy,David Guetta & Sia - Flames,51
19515,UK,Netherlands,David Guetta & Sia - Flames,28
19516,UK,Norway,David Guetta & Sia - Flames,83
19517,UK,Portugal,David Guetta & Sia - Flames,34
19518,UK,Sweden,David Guetta & Sia - Flames,28
19519,UK,Switzerland,David Guetta & Sia - Flames,62
19520,UK,Taiwan,David Guetta & Sia - Flames,-116
19521,UK,UK,David Guetta & Sia - Flames,0
19522,Portugal,Australia,David Guetta & Sia - Flames,20
19523,Portugal,Austria,David Guetta & Sia - Flames,16
19524,Portugal,Belgium,David Guetta & Sia - Flames,-34
19525,Portugal,Bulgaria,David Guetta & Sia - Flames,-49
19526,Portugal,Denmark,David Guetta & Sia - Flames,-16
19527,Portugal,Finland,David Guetta & Sia - Flames,20
19528,Portugal,France,David Guetta & Sia - Flames,65
19529,Portugal,Germany,David Guetta & Sia - Flames,29
19530,Portugal,Greece,David Guetta & Sia - Flames,-120
19531,Portugal,Ireland,David Guetta & Sia - Flames,-20
19532,Portugal,Italy,David Guetta & Sia - Flames,17
19533,Portugal,Netherlands,David Guetta & Sia - Flames,-6
19534,Portugal,Norway,David Guetta & Sia - Flames,49
19535,Portugal,Portugal,David Guetta & Sia - Flames,0
19536,Portugal,Sweden,David Guetta & Sia - Flames,-6
19537,Portugal,Switzerland,David Guetta & Sia - Flames,28
19538,Portugal,Taiwan,David Guetta & Sia - Flames,-150
19539,Portugal,UK,David Guetta & Sia - Flames,-34
19540,UK,Australia,David Guetta & Sia - She Wolf (Falling To Pieces),26
19541,UK,Austria,David Guetta & Sia - She Wolf (Falling To Pieces),22
19542,UK,Belgium,David Guetta & Sia - She Wolf (Falling To Pieces),-41
19543,UK,Bulgaria,David Guetta & Sia - She Wolf (Falling To Pieces),-85
19544,UK,Canada,David Guetta & Sia - She Wolf (Falling To Pieces),23
19545,UK,Denmark,David Guetta & Sia - She Wolf (Falling To Pieces),22
19546,UK,Finland,David Guetta & Sia - She Wolf (Falling To Pieces),-11
19547,UK,France,David Guetta & Sia - She Wolf (Falling To Pieces),13
19548,UK,Germany,David Guetta & Sia - She Wolf (Falling To Pieces),14
19549,UK,Ireland,David Guetta & Sia - She Wolf (Falling To Pieces),16
19550,UK,Italy,David Guetta & Sia - She Wolf (Falling To Pieces),27
19551,UK,Netherlands,David Guetta & Sia - She Wolf (Falling To Pieces),28
19552,UK,New Zealand,David Guetta & Sia - She Wolf (Falling To Pieces),26
19553,UK,Norway,David Guetta & Sia - She Wolf (Falling To Pieces),27
19554,UK,Portugal,David Guetta & Sia - She Wolf (Falling To Pieces),-71
19555,UK,Spain,David Guetta & Sia - She Wolf (Falling To Pieces),34
19556,UK,Sweden,David Guetta & Sia - She Wolf (Falling To Pieces),-13
19557,UK,Switzerland,David Guetta & Sia - She Wolf (Falling To Pieces),20
19558,UK,UK,David Guetta & Sia - She Wolf (Falling To Pieces),0
19559,Portugal,Australia,David Guetta & Sia - She Wolf (Falling To Pieces),97
19560,Portugal,Austria,David Guetta & Sia - She Wolf (Falling To Pieces),93
19561,Portugal,Belgium,David Guetta & Sia - She Wolf (Falling To Pieces),30
19562,Portugal,Bulgaria,David Guetta & Sia - She Wolf (Falling To Pieces),-14
19563,Portugal,Canada,David Guetta & Sia - She Wolf (Falling To Pieces),94
19564,Portugal,Denmark,David Guetta & Sia - She Wolf (Falling To Pieces),93
19565,Portugal,Finland,David Guetta & Sia - She Wolf (Falling To Pieces),60
19566,Portugal,France,David Guetta & Sia - She Wolf (Falling To Pieces),84
19567,Portugal,Germany,David Guetta & Sia - She Wolf (Falling To Pieces),85
19568,Portugal,Ireland,David Guetta & Sia - She Wolf (Falling To Pieces),87
19569,Portugal,Italy,David Guetta & Sia - She Wolf (Falling To Pieces),98
19570,Portugal,Netherlands,David Guetta & Sia - She Wolf (Falling To Pieces),99
19571,Portugal,New Zealand,David Guetta & Sia - She Wolf (Falling To Pieces),97
19572,Portugal,Norway,David Guetta & Sia - She Wolf (Falling To Pieces),98
19573,Portugal,Portugal,David Guetta & Sia - She Wolf (Falling To Pieces),0
19574,Portugal,Spain,David Guetta & Sia - She Wolf (Falling To Pieces),105
19575,Portugal,Sweden,David Guetta & Sia - She Wolf (Falling To Pieces),58
19576,Portugal,Switzerland,David Guetta & Sia - She Wolf (Falling To Pieces),91
19577,Portugal,UK,David Guetta & Sia - She Wolf (Falling To Pieces),71
19578,USA,Australia,David Guetta & Sia - Titanium,313
19579,USA,Austria,David Guetta & Sia - Titanium,333
19580,USA,Belgium,David Guetta & Sia - Titanium,154
19581,USA,Bulgaria,David Guetta & Sia - Titanium,160
19582,USA,Canada,David Guetta & Sia - Titanium,2
19583,USA,Chile,David Guetta & Sia - Titanium,63
19584,USA,Denmark,David Guetta & Sia - Titanium,169
19585,USA,Finland,David Guetta & Sia - Titanium,331
19586,USA,France,David Guetta & Sia - Titanium,146
19587,USA,Germany,David Guetta & Sia - Titanium,280
19588,USA,Ireland,David Guetta & Sia - Titanium,114
19589,USA,Italy,David Guetta & Sia - Titanium,153
19590,USA,Netherlands,David Guetta & Sia - Titanium,273
19591,USA,New Zealand,David Guetta & Sia - Titanium,166
19592,USA,Norway,David Guetta & Sia - Titanium,302
19593,USA,Portugal,David Guetta & Sia - Titanium,83
19594,USA,Spain,David Guetta & Sia - Titanium,132
19595,USA,Sweden,David Guetta & Sia - Titanium,212
19596,USA,Switzerland,David Guetta & Sia - Titanium,146
19597,USA,UK,David Guetta & Sia - Titanium,161
19598,USA,USA,David Guetta & Sia - Titanium,0
19599,UK,Australia,David Guetta & Sia - Titanium,152
19600,UK,Austria,David Guetta & Sia - Titanium,172
19601,UK,Belgium,David Guetta & Sia - Titanium,-7
19602,UK,Bulgaria,David Guetta & Sia - Titanium,-1
19603,UK,Canada,David Guetta & Sia - Titanium,-159
19604,UK,Chile,David Guetta & Sia - Titanium,-98
19605,UK,Denmark,David Guetta & Sia - Titanium,8
19606,UK,Finland,David Guetta & Sia - Titanium,170
19607,UK,France,David Guetta & Sia - Titanium,-15
19608,UK,Germany,David Guetta & Sia - Titanium,119
19609,UK,Ireland,David Guetta & Sia - Titanium,-47
19610,UK,Italy,David Guetta & Sia - Titanium,-8
19611,UK,Netherlands,David Guetta & Sia - Titanium,112
19612,UK,New Zealand,David Guetta & Sia - Titanium,5
19613,UK,Norway,David Guetta & Sia - Titanium,141
19614,UK,Portugal,David Guetta & Sia - Titanium,-78
19615,UK,Spain,David Guetta & Sia - Titanium,-29
19616,UK,Sweden,David Guetta & Sia - Titanium,51
19617,UK,Switzerland,David Guetta & Sia - Titanium,-15
19618,UK,UK,David Guetta & Sia - Titanium,0
19619,UK,USA,David Guetta & Sia - Titanium,-161
19620,Portugal,Australia,David Guetta & Sia - Titanium,230
19621,Portugal,Austria,David Guetta & Sia - Titanium,250
19622,Portugal,Belgium,David Guetta & Sia - Titanium,71
19623,Portugal,Bulgaria,David Guetta & Sia - Titanium,77
19624,Portugal,Canada,David Guetta & Sia - Titanium,-81
19625,Portugal,Chile,David Guetta & Sia - Titanium,-20
19626,Portugal,Denmark,David Guetta & Sia - Titanium,86
19627,Portugal,Finland,David Guetta & Sia - Titanium,248
19628,Portugal,France,David Guetta & Sia - Titanium,63
19629,Portugal,Germany,David Guetta & Sia - Titanium,197
19630,Portugal,Ireland,David Guetta & Sia - Titanium,31
19631,Portugal,Italy,David Guetta & Sia - Titanium,70
19632,Portugal,Netherlands,David Guetta & Sia - Titanium,190
19633,Portugal,New Zealand,David Guetta & Sia - Titanium,83
19634,Portugal,Norway,David Guetta & Sia - Titanium,219
19635,Portugal,Portugal,David Guetta & Sia - Titanium,0
19636,Portugal,Spain,David Guetta & Sia - Titanium,49
19637,Portugal,Sweden,David Guetta & Sia - Titanium,129
19638,Portugal,Switzerland,David Guetta & Sia - Titanium,63
19639,Portugal,UK,David Guetta & Sia - Titanium,78
19640,Portugal,USA,David Guetta & Sia - Titanium,-83
19641,UK,Australia,David Guetta & Skylar Grey - Shot Me Down,-28
19642,UK,Austria,David Guetta & Skylar Grey - Shot Me Down,-19
19643,UK,Belgium,David Guetta & Skylar Grey - Shot Me Down,-5
19644,UK,Chile,David Guetta & Skylar Grey - Shot Me Down,-69
19645,UK,Denmark,David Guetta & Skylar Grey - Shot Me Down,-5
19646,UK,Finland,David Guetta & Skylar Grey - Shot Me Down,-53
19647,UK,France,David Guetta & Skylar Grey - Shot Me Down,-7
19648,UK,Germany,David Guetta & Skylar Grey - Shot Me Down,-14
19649,UK,Ireland,David Guetta & Skylar Grey - Shot Me Down,-5
19650,UK,Italy,David Guetta & Skylar Grey - Shot Me Down,0
19651,UK,Netherlands,David Guetta & Skylar Grey - Shot Me Down,-13
19652,UK,New Zealand,David Guetta & Skylar Grey - Shot Me Down,-42
19653,UK,Portugal,David Guetta & Skylar Grey - Shot Me Down,-119
19654,UK,Spain,David Guetta & Skylar Grey - Shot Me Down,-70
19655,UK,Sweden,David Guetta & Skylar Grey - Shot Me Down,-68
19656,UK,Switzerland,David Guetta & Skylar Grey - Shot Me Down,-7
19657,UK,UK,David Guetta & Skylar Grey - Shot Me Down,0
19658,Portugal,Australia,David Guetta & Skylar Grey - Shot Me Down,91
19659,Portugal,Austria,David Guetta & Skylar Grey - Shot Me Down,100
19660,Portugal,Belgium,David Guetta & Skylar Grey - Shot Me Down,114
19661,Portugal,Chile,David Guetta & Skylar Grey - Shot Me Down,50
19662,Portugal,Denmark,David Guetta & Skylar Grey - Shot Me Down,114
19663,Portugal,Finland,David Guetta & Skylar Grey - Shot Me Down,66
19664,Portugal,France,David Guetta & Skylar Grey - Shot Me Down,112
19665,Portugal,Germany,David Guetta & Skylar Grey - Shot Me Down,105
19666,Portugal,Ireland,David Guetta & Skylar Grey - Shot Me Down,114
19667,Portugal,Italy,David Guetta & Skylar Grey - Shot Me Down,119
19668,Portugal,Netherlands,David Guetta & Skylar Grey - Shot Me Down,106
19669,Portugal,New Zealand,David Guetta & Skylar Grey - Shot Me Down,77
19670,Portugal,Portugal,David Guetta & Skylar Grey - Shot Me Down,0
19671,Portugal,Spain,David Guetta & Skylar Grey - Shot Me Down,49
19672,Portugal,Sweden,David Guetta & Skylar Grey - Shot Me Down,51
19673,Portugal,Switzerland,David Guetta & Skylar Grey - Shot Me Down,112
19674,Portugal,UK,David Guetta & Skylar Grey - Shot Me Down,119
19675,UK,Austria,David Guetta & Taped Rai - Just One Last Time,43
19676,UK,France,David Guetta & Taped Rai - Just One Last Time,-8
19677,UK,Ireland,David Guetta & Taped Rai - Just One Last Time,-18
19678,UK,New Zealand,David Guetta & Taped Rai - Just One Last Time,-30
19679,UK,UK,David Guetta & Taped Rai - Just One Last Time,0
19680,USA,Australia,David Guetta & Usher - Without You,14
19681,USA,Austria,David Guetta & Usher - Without You,18
19682,USA,Belgium,David Guetta & Usher - Without You,21
19683,USA,Brazil,David Guetta & Usher - Without You,-13
19684,USA,Bulgaria,David Guetta & Usher - Without You,-21
19685,USA,Canada,David Guetta & Usher - Without You,17
19686,USA,Chile,David Guetta & Usher - Without You,-119
19687,USA,Denmark,David Guetta & Usher - Without You,71
19688,USA,France,David Guetta & Usher - Without You,14
19689,USA,Germany,David Guetta & Usher - Without You,28
19690,USA,Ireland,David Guetta & Usher - Without You,17
19691,USA,Italy,David Guetta & Usher - Without You,55
19692,USA,Netherlands,David Guetta & Usher - Without You,15
19693,USA,New Zealand,David Guetta & Usher - Without You,20
19694,USA,Norway,David Guetta & Usher - Without You,16
19695,USA,Portugal,David Guetta & Usher - Without You,27
19696,USA,Spain,David Guetta & Usher - Without You,-43
19697,USA,Sweden,David Guetta & Usher - Without You,16
19698,USA,Switzerland,David Guetta & Usher - Without You,14
19699,USA,Taiwan,David Guetta & Usher - Without You,63
19700,USA,USA,David Guetta & Usher - Without You,0
19701,Portugal,Australia,David Guetta & Usher - Without You,-13
19702,Portugal,Austria,David Guetta & Usher - Without You,-9
19703,Portugal,Belgium,David Guetta & Usher - Without You,-6
19704,Portugal,Brazil,David Guetta & Usher - Without You,-40
19705,Portugal,Bulgaria,David Guetta & Usher - Without You,-48
19706,Portugal,Canada,David Guetta & Usher - Without You,-10
19707,Portugal,Chile,David Guetta & Usher - Without You,-146
19708,Portugal,Denmark,David Guetta & Usher - Without You,44
19709,Portugal,France,David Guetta & Usher - Without You,-13
19710,Portugal,Germany,David Guetta & Usher - Without You,1
19711,Portugal,Ireland,David Guetta & Usher - Without You,-10
19712,Portugal,Italy,David Guetta & Usher - Without You,28
19713,Portugal,Netherlands,David Guetta & Usher - Without You,-12
19714,Portugal,New Zealand,David Guetta & Usher - Without You,-7
19715,Portugal,Norway,David Guetta & Usher - Without You,-11
19716,Portugal,Portugal,David Guetta & Usher - Without You,0
19717,Portugal,Spain,David Guetta & Usher - Without You,-70
19718,Portugal,Sweden,David Guetta & Usher - Without You,-11
19719,Portugal,Switzerland,David Guetta & Usher - Without You,-13
19720,Portugal,Taiwan,David Guetta & Usher - Without You,36
19721,Portugal,USA,David Guetta & Usher - Without You,-27
19722,UK,Austria,David Guetta & Zara Larsson - This One's For You,-12
19723,UK,Belgium,David Guetta & Zara Larsson - This One's For You,-7
19724,UK,Finland,David Guetta & Zara Larsson - This One's For You,47
19725,UK,France,David Guetta & Zara Larsson - This One's For You,51
19726,UK,Germany,David Guetta & Zara Larsson - This One's For You,0
19727,UK,Ireland,David Guetta & Zara Larsson - This One's For You,1
19728,UK,Italy,David Guetta & Zara Larsson - This One's For You,-21
19729,UK,Netherlands,David Guetta & Zara Larsson - This One's For You,42
19730,UK,Norway,David Guetta & Zara Larsson - This One's For You,-29
19731,UK,Portugal,David Guetta & Zara Larsson - This One's For You,-28
19732,UK,Spain,David Guetta & Zara Larsson - This One's For You,49
19733,UK,Sweden,David Guetta & Zara Larsson - This One's For You,6
19734,UK,Switzerland,David Guetta & Zara Larsson - This One's For You,-28
19735,UK,UK,David Guetta & Zara Larsson - This One's For You,0
19736,Portugal,Austria,David Guetta & Zara Larsson - This One's For You,16
19737,Portugal,Belgium,David Guetta & Zara Larsson - This One's For You,21
19738,Portugal,Finland,David Guetta & Zara Larsson - This One's For You,75
19739,Portugal,France,David Guetta & Zara Larsson - This One's For You,79
19740,Portugal,Germany,David Guetta & Zara Larsson - This One's For You,28
19741,Portugal,Ireland,David Guetta & Zara Larsson - This One's For You,29
19742,Portugal,Italy,David Guetta & Zara Larsson - This One's For You,7
19743,Portugal,Netherlands,David Guetta & Zara Larsson - This One's For You,70
19744,Portugal,Norway,David Guetta & Zara Larsson - This One's For You,-1
19745,Portugal,Portugal,David Guetta & Zara Larsson - This One's For You,0
19746,Portugal,Spain,David Guetta & Zara Larsson - This One's For You,77
19747,Portugal,Sweden,David Guetta & Zara Larsson - This One's For You,34
